enterprise_id,enterprise_name
MA10R0GK-1,辽宁金枫职业技能培训学校
MA10R0GK-2,达州市通川区华联职业技术培训学校
74026025-4,上海九晶电子材料股份
76161471-X,上海华雯电子新材料
70301070-7,上海召业申凯电子材料
69576542-0,上海史笛威磁性材料
73721053-9,临沂春光磁业
72881194-9,久智光电子材料科技
71259251-8,义乌市先通电子材料
31361826-6,义乌市凯臻磁业
67438875-0,乌兰察布市苏通电子材料
59505111-3,乐山沃耐稀电子材料
MA2999MH-1,乐清市鑫达磁业
MA5ANTW5-4,乐金化学广州信息电子材料
68643468-9,佛山市三水区腾隆电子材料
MA4UH96E-1,佛山市三水晶彩美艺电子材料
MA4UWRKH-6,佛山市中利迅电子材料
13836176-5,南通海隆磁业
59003353-0,南通瑞强磁业
25186600-1,南通瑞达电子材料
68111361-6,南通百正电子新材料股份
30209672-2,南通盛鑫磁材
79126283-1,厦门尚达电子绝缘材料
07282968-6,厦门市勤为电子材料
MA2N03D4-5,合肥中聚合臣电子材料
09673224-8,合肥亿珀电子材料
71728602-6,宁波招宝磁业
78043941-9,宁波捷安达电子绝缘材料
08478002-3,宁波揽胜磁业
MA5ENXWH-7,深圳市志诚嘉电子材料
72985791-4,深圳市怀辉电子材料
78595131-5,苏州龙昌电子材料
08624226-1,上会会计师事务所特殊普通合伙
13270932-9,上海东华会计师事务所
08288114-6,中兴华会计师事务所特殊普通合伙
40000782-6,中勤万信会计师事务所
08197860-8,中审众环会计师事务所特殊普通合伙
10206539-0,中建华会计师事务所
08737406-3,中汇会计师事务所特殊普通合伙
MA01NKWE-6,中瑞诚会计师事务所特殊普通合伙
MA69N056-2,云栖智海会计师事务所
07856324-1,亚太集团会计师事务所特殊普通合伙
08411925-1,众华会计师事务所特殊普通合伙
59235458-1,信永中和会计师事务所特殊普通合伙
75820142-0,北京红日会计师事务所
MA6B29NE-4,四川德文会计师事务所特殊普通合伙
59061148-4,大信会计师事务所特殊普通合伙
59067605-0,大华会计师事务所特殊普通合伙
59234255-6,天职国际会计师事务所特殊普通合伙
71397558-8,安徽新安会计师事务所
05142139-0,安永华明会计师事务所特殊普通合伙
08549278-7,容诚会计师事务所特殊普通合伙
07340169-X,希格玛会计师事务所特殊普通合伙
39807587-X,广东德本会计师事务
MA9UQ94J-8,广东诚安信会计师事务所特殊普通合伙
05587870-X,德勤华永会计师事务所特殊普通合伙
MA9UY3EH-2,明志会计师事务
06091343-4,普华永道中天会计师事务所特殊普通合伙
59964938-2,毕马威华振会计师事务所特殊普通合伙
08545886-1,永拓会计师事务所特殊普通合伙
71686682-X,江苏立信会计师事务所
78380000-3,江苏苏港会计师事务所
13349471-0,上海宝钢铸造
13422023-6,上海海帕压铸件
59811614-6,上海蜀玉铸件加工
25519853-0,临海市创驰铸造
74631012-8,台州盛达精密铸造
67255704-7,嘉善天晟精密铸件股份
10373315-1,天津天仪金属制品
10392845-0,天津市发利汽车压铸件厂
76760494-2,天津市江瑞钢铸件
60055473-6,天津英昌钢琴铸件
79600484-X,宁波爱发科精密铸件
15344324-0,安徽省宁国市亚晨碾磨铸件
15358063-2,安徽省巢湖铸造厂
66006785-X,宜兴市诚驰压铸件
X0264519-5,山西省交城县兴龙铸造
79739417-3,广州驭风旭铝铸件
MA5KDGW8-8,广西全垒液压件铸造
75644979-9,徐州国隆电力配件铸造
25004689-6,无锡市西漳有色金属铸件
57540116-3,日比野铸件常熟
12346597-5,朝阳飞马车辆设备股份
74544203-0,柏乡县金鑫机械铸造
73177295-2,江苏力源金河铸造
MA1Q38QT-3,江苏新浩祥科技
25032864-X,江阴五星焊接铜业
25040931-9,江阴市合金钢铸造
77378248-9,江阴市星海铸造
75075551-7,沈阳机床银丰铸造
76245772-8,泽州县世纪球墨铸造
14563086-3,浙江华驰阀门
56021326-6,七天四季酒店广州
MA5NJL4C-1,三江县城市快捷酒店管理
13220371-5,上海锦江国际酒店股份
72127633-0,上海海南旅游联合发展锦江温泉大酒店
MA38B0W3-8,上饶市龙潭湖酒店集团
10172450-X,中信京城大厦
73216509-7,中山市古镇龙泉酒店
MA0QFEXF-3,丹东隆庭酒店
MA65F82X-9,乐山市金口河区大瓦山乡村酒店
MA3NWTPD-2,乳山市东方大厦大酒店
MA6NHJ77-5,云南富汇酒店
X1831299-3,佛山市南海区谢边银龙酒店
79755028-7,北京三里屯酒店管理
80212373-1,北京京浩达科贸众晶鑫酒店
67878400-5,北京伯豪瑞廷酒店
MA007WWN-4,北京华正荣泰酒店管理
80206089-X,北京城市开发集团丽亭华苑酒店
10270903-7,北京拉斐特城堡酒店
61677017-7,华天酒店集团股份
MA5NHT61-5,南宁宏桂家人酒店
MA35KRP7-6,南昌慧谷酒店管理
41904810-X,南阳军供宾馆
MA4UU44K-5,台山市旅梦酒店
60055084-X,天津利顺德大饭店
MA2TB108-5,太湖县水乡江南酒店管理
MA282PMF-X,宁波海曙亚丁酒店
MA4977HB-8,宜昌三峡美猴王国际旅行社东和宾馆门市部
72086020-1,峨眉山旅游股份金顶索道分峨眉山金顶大酒店
MA496YRG-0,崇阳朋来商务酒店
33010952-7,平顶山市蕴海锦园大酒店
MA1GCCD5-5,上海诸神软件科技
MA1HYXRP-6,上海顶流游戏
MA1JDQA2-8,上海驶向云外游戏工作室
MA1JDQA2-9,上海龙语游戏软件合伙企业有限合伙
07840924-4,中盈网科技广州
MA01HUHM-0,北京小蛮游戏软件
06961925-8,北京掌聚互动游戏软件
MA00H8ER-1,北京超视距游戏科技
MA1TEUEJ-8,南京昀趣互动游戏
MA1MPRW5-3,南京沃夫时趣网络科技
30278777-7,南京牧游网络科技
56420256-4,博雅网络游戏开发深圳
MA6BAY55-8,四川物格网络游戏
MA4LYJG3-7,国银网络科技
69233511-8,境界游戏股份
33585975-7,大连灵壹游戏科技
MA3C7WQC-2,威海龙必达信息技术
MA5EY5B3-2,威盟游戏深圳
39519148-8,安徽熙雨丽禾网络科技
75943793-7,广州丰原互联网信息服务
MA5AYA3N-5,广州起源游戏信息科技
MA5PD11U-4,广西锐联互娱网络科技
MA5L2CRG-1,广西顺为行通科技
MA62N2QE-0,成都双倍游戏科技
MA61TWY8-6,成都天象互动网络游戏
MA6DEWW8-2,成都梦之晨科技
MA1MF42P-9,无锡一条龙游戏网络
33913726-8,无锡优耐铭科技
MA1MAEQB-7,无锡清漾科技
69708924-3,杭州天下游戏科技经营管理
MA102C5F-7,中奥同和大连石化
MA105P3Y-1,丹东市佳钰服装
MA105NPH-7,丹东杰沃德箱包
MA105HPQ-4,丹东松轩木制品
67049145-1,丹东海洋重工
MA105LYT-7,凌源旭阳凌钢能源
MA0UTUJ0-5,博宇朝阳半导体科技
67049090-X,大石桥市震宇耐火材料
MA105LYB-X,大连义恒贸易
MA0TWK9B-X,大连佳诚日田科技发展
MA0Y8K0G-7,大连汇洲石化
MA105BYP-7,大连海峰包装制品
MA102BXA-1,大连禾鼎国际贸易
05805388-5,大连纳川纸制品
MA0UDWGL-6,大连远东数控刀具
66923712-2,大连通孚祥汽车贸易
MA0Y7CLC-0,大连顺秋服装
56551517-5,大连龙想催化化学股份
MA102BWJ-9,应生辽宁进出口贸易
05805252-4,日新科宇汽车用品大连
56550272-9,格劳博机床中国
MA0UE8XC-0,沈阳优尼斯智能装备
67953147-2,沈阳盛纳机械制造
05715571-6,沈阳马勒汽车热系统
MA0Y7H17-6,海城市聚贤祥机电制造
05567550-7,盘锦奥德燃气装备制造
05114872-6,美斯瑞捷成技术大连
56462499-4,营口辽河药机制造
MA105N26-0,营口顺和耐火材料
MA105LPH-1,辽宁东大鑫峰矿冶科技
31607995-8,卓尼县江乾民族产品开发
MA0YWABR-0,庄河木木熊服饰
59863482-4,扬州奇创绳带织造厂
MA1MN87H-X,扬州狼行户外用品
MA1WBN3G-0,扬州祺运绳网带制造
08792618-X,扬州美川户外用品
76154618-X,扬州耐力户外用品
MA1MBHKQ-5,扬州蒲公英户外装备
MA1WQU30-0,扬州领头羊旅游用品
MA4M18LH-4,株洲三友帐蓬
MA2YEPQM-1,株洲市希翼制服龙岩分
MA4LU3QG-1,株洲新阳帐篷
MA4QREU1-2,株洲湘纺服饰
55750452-1,浙江华云旅游用品
75190484-4,浙江康乐游休闲用品
55796862-5,浙江康玛休闲用品
76132376-0,浙江昊宇工贸
74347085-5,浙江枫丹白露纺织品
05832287-0,浙江格林豪斯户外用品
MA28AR04-9,浙江翰隆新材料
MA28AR04-9,浙江翰隆新材料股份
MA2BA421-7,浙江辉阳新材料
73689410-7,浙江金汇休闲制品
MA28F0NB-6,浙江非凡户外用品
MA0D6DMG-8,涿州市宝森帐篷
MA08FBRY-6,涿州市恒彧隆服饰
MA08FBRY-7,涿州市金益隆昌篷布厂
74802685-X,珠海丽日帐篷
MA496TLH-7,竹山县锦泰汇贸服饰
MA3QLGTK-2,诸城广利纺织科技
MA5F6432-9,上海汇展国际物流深圳分
MA52TJTC-0,东莞凌创物流
MA539AMH-4,东莞市铭冠货运代理
MA5AU6JP-0,九星国际物流广州
MA53F1G2-1,佛山市浩风货运代理服务
MA5CU7DQ-5,广东明洋物流
MA5AU899-1,广州伟捷货运代理
MA5CM7XD-2,广州佳逸达国际货运代理
MA5C3JRF-X,广州宇泽货运代理
MA5ARW0E-4,广州安德龙货运代理
MA5CNXH4-3,广州市俊鹏物流
MA5CR3DL-7,广州市景铭通物流
MA5AXAGT-1,广州市诺金国际物流
MA5CW1UG-6,广州市顺天物流
MA5CLYK2-8,广州景光物流天河营业部
MA5C3KA1-X,广州桦晟货运代理
MA5CCFEP-7,广州欧晟物流
MA5CPC66-3,广州添鑫物流
MA5ANUKE-4,广州美达国际货运代理
MA5CP536-5,广州舟百通国际货运代理
MA5CU5DB-7,开润广州国际货运代理
MA5F2K0F-8,梅尔思派德深圳国际货运代理
MA53BNNP-2,汕头市信业国际货运代理
MA5FAKQT-1,深圳唯派国际物流
MA5AU4MN-8,深圳大森林国际货运代理广州分
MA5F60CN-7,深圳市伍洲弘运国际物流
MA5FB413-1,深圳市卓上通航国际货运代理
MA5FBAGC-7,深圳市富利来物流
MA5F4629-4,深圳市富永顺国际物流
MA5F8LMB-0,深圳市广远物流
30169186-1,上海城投水务集团
63165655-9,上海市自来水市北
MA51KYNQ-8,东莞市水务集团
22866038-X,乌鲁木齐水业集团
MA6KTWKU-4,云南水投水务产业
78302394-5,内蒙古水务投资集团
10142528-6,北京城市排水集团
10135804-4,北京市自来水集团
13488073-6,南京水务集团
MA1CDHED-2,南岔县晨明镇为民供水服务
77982581-4,大竹县盛洁城乡供排水
MA2WJMB2-X,太和县净康自来水
MA39TDBN-2,寻乌县上车供水
16593424-X,山东公用控股
11005348-8,山西省黄河万家寨水务集团
MA6A5B8D-1,巴中市恩阳区圣泉水务
MA59QXY2-9,广东粤海珠三角供水
71093930-3,广东粤港供水
MA5Q4P5R-2,广西环江环城水务
20190763-7,成都市自来水
13590773-4,无锡市水务集团
58322156-8,杭州市水务集团
MA5Q53RT-4,桂平市森谷泉供水
19272077-3,汕头市粤海水务
MA55N6K3-4,江门公用供水
67530795-9,沈阳水务集团
MA2CTJUC-0,温州市自来水
MA2D72N2-9,绍兴市原水集团
MA9G6PN6-4,罗山县先旭自来水
MA9G6PQ0-4,罗山县润康自来水
67626505-X,上海传神翻译服务
74059040-5,上海创凌翻译服务
63136870-9,上海轩华翻译服务
77286762-4,上海飞润翻译
MA07QC27-8,保定市博航翻译服务
10141933-7,北京中外翻译咨询
63436519-1,北京华云思创翻译
MA0CMH7G-X,北京博洋世纪信息技术河北分
74611760-0,北京思必锐翻译
68439334-2,北京戴斯克商务
79042264-5,南京创译翻译
72174678-5,南京学府翻译
06589199-1,厦门阅洁作翻译服务
24168594-4,大连丽雅达翻译
MA3N1G2F-8,山东译飞学苑翻译
MA5AUMQA-6,广州咕噜翻译
69357849-6,广州通鉴教育科技
MA3MQMQB-X,德州译百翻译服务
39401578-1,成都千语世纪翻译
07240011-8,成都寰译翻译
79004797-X,成都市优译翻译服务
67715621-8,成都译采翻译
MA6MY011-8,昆明优笔客翻译
79092271-1,杭州慧和翻译
14313093-7,杭州海博翻译社
58387172-0,沈阳万思达翻译
06904829-9,济南雕龙医学翻译
MA5EW9PF-X,深圳大音希声翻译
58006075-4,深圳市信雅通达翻译
77164077-8,深圳市比蓝翻译
75791246-6,上海万友消防设备
MA1HG3PC-7,上海万名消防装备
MA1JLEME-3,上海悉英消防工程
79707388-X,上海明稷消防技术服务
MA1GW2ED-9,上海明顺消防工程
78364055-6,上海易德消防工程技术
57079049-7,上海格士消防安全设备
60721613-1,上海格拉曼国际消防装备
58867109-0,上海桂禾消防工程
33239150-3,上海桓隆消防工程
79854401-4,北京广顺达安消防设备
MA006DU8-1,北京庄泽消防技术
MA00EXQU-4,北京庆松涛消防设备
MA01CB9C-9,北京康凯达消防设备
MA1YX925-8,南京同益消防工程
MA1YMKD6-6,南京启源消防工程
30270846-9,南京呈心诚消防工程
MA1YX4F6-5,南京和天下消防工程
MA2UGCCH-3,安徽超宇消防工程
MA2RX76T-X,安徽超安消防科技
MA2UM9UW-5,安徽越启消防工程
MA2TKLTJ-3,安徽路杰消防工程
72595733-6,广东众恒邦消防实业
MA4WF27T-2,广东众明消防工程
MA53T5J5-2,广东众智消防工程
34009261-8,广东众源消防科技
MA9UPB06-6,广东众诚消防工程
30021624-1,武汉市顺达消防工程
MA4KYLG8-2,武汉常安居消防设备
59109812-5,武汉广为达消防科技
09355084-4,上海文化广播影视集团
MA1G319L-1,上海映蝶影视文化
MA1FR1L8-1,上海春凡影业
MA1J15YL-3,上海晟筵影业
34218602-8,上海沛庭影视传媒
35646105-1,东华兄弟影业传媒投资深圳
71782841-1,中国电影股份
10191037-X,中央新闻纪录电影制片厂集团
MA0Q016M-1,中寰乌海影视文化传媒
75415575-4,北京北广传媒影视股份
MA005MW5-9,北京可可西里影业股份
MA008KEX-4,北京可宝影视
MA01E1JA-X,北京可立欧影视传媒
MA0063W9-5,北京司麦尔影视文化艺术
MA008KJB-6,北京合力创作影业股份
68724834-3,山东影视制作股份
76841029-3,广东南方广播影视传媒集团
MA5N2436-7,广西嘉隆影视文化传媒
MA5ND7JF-0,广西大影咖影视传媒
MA5L5NT2-6,广西宋氏影视文化传媒
79435600-8,欢瑞世纪东阳影视传媒
41580486-0,河南电影电视制作集团
34475836-8,湖南广播影视集团
20280239-4,重庆市电影发行放映
56331676-2,长城影视文化企业集团
MA77N514-4,霍尔果斯城市联盟影视传媒
MA7780ET-6,霍尔果斯基美影业
MA77R88J-1,霍尔果斯完美臻至影业
MA77AW55-0,霍尔果斯定海神针影视文化传媒
MA3CCF2D-9,青岛热道影视传媒
34923838-8,临清乳泰奶业
73413248-3,佛山澳纯乳业
66099164-7,内蒙古金海伊利乳业
66098134-2,内蒙古骑士乳业集团股份
75672257-2,北京天辰乳业
75413279-8,南京卫岗乳业
MA1B7G3P-4,大庆伊利乳品
35216172-1,大庆市一牛乳品
73283418-2,天津海河乳业
75082879-8,宁夏恒大乳业
MA48871P-5,宜昌爱牧客乳品股份
MA0MX53E-4,富友联合圣牧乳品
66139996-0,山东兴牛乳业
MA3C19W4-X,山东熊猫乳品
75255791-X,新巴尔虎左旗呼和哈达乳业
MA77Y68N-7,新疆天山情乳业科技股份
MA775N8P-1,新疆德盛和乳业
66060891-9,新疆旺源驼奶实业
MA776BU5-0,新疆西部天山乳业
MA776076-2,新疆豪子畜牧业乌鲁木齐芙拉薇赫乳业分
19858681-9,柳州三元天爱乳业
MA3X4130-6,正阳君乐宝乳业
71047609-7,民和湟乳乳制品
MA487325-1,湖北美德勒乳制品
MA4PU5H0-2,湖南山牧乳品
MA721YL0-3,甘肃三元乳业
73293874-X,石家庄君乐宝乐时乳业
MA5F3YDB-1,练后乳业深圳
75551765-7,蒙牛乳业沈阳
66537488-3,蒙牛乳业眉山
63089194-4,上海凌莉漂染制衣
13218080-8,上海琳琳纺织印染
56190820-3,上海立光染整科技
60740873-1,上海连捷纺织印染
74915377-0,中山威信纺织漂染
71231493-X,中山市仕春纺织印染实业
MA51P4UK-9,中山市小榄镇宝联纺织染整处理
73987475-0,中山市新恒润纺织印染
79771451-X,中山市永兴旺漂染
77834496-3,中山市泰特纺织洗染
30407728-5,中山市益圣纺织染整
79299163-0,中山市耀荣纺织整理印染
74553761-1,中山市腾好漂染纺织
MA5196N5-X,中山市铱婇漂染纺织
MA517WBM-2,中山市银城纺织染整
72382760-X,中山市银马纺织印染
10378686-X,天津市建兴染整厂
71283470-8,天津市捷恒染整
10329351-2,天津市津华丝织印染厂
10415049-2,天津市静海县振华漂染厂
10414718-9,天津市静海县永兴染整厂
70046260-1,天津市静海县美达针织漂染
10414992-6,天津市静海县龙湖染整厂
74104980-5,温州市兢业染织
72658514-0,温州市博美染色厂
MA297909-5,温州市必成印染
72659690-7,温州市锦业纺织品洗染
14505504-5,温州染织集团
62839687-2,苏州天丽丝绸印染
73959748-2,苏州天虹华盛印染
69679425-8,奥力拓医用包装材料苏州
05861980-X,宝利包装材料丹阳
77321161-9,宝应县助成包装制品
06623125-8,宝应县华泽包装材料
77320560-6,常州市旭日包装
MA1MKYMM-0,常州市缀华包装
13731278-5,常州市运河包装厂
13735656-9,常州市银星彩印包装
25102171-1,常州市银杰包装
32380661-5,无锡市正大包装
73331226-3,无锡市真意包装材料
25003416-6,无锡市真言包装
70407014-6,无锡市裕达彩印包装
MA1MBCBF-4,江苏华东包装科技
75508619-9,江苏华港医药包装
55022448-X,江苏合愉包装材料
MA1MF4YF-0,江苏嘉裕包装
07277496-1,江苏嘉鑫包装印务
55120661-1,江苏恒彩印刷包装
72725809-6,江苏明宇包装科技
76280042-6,江苏瑞德医药包装
MA1MQPUF-2,江苏瑞成包装科技
MA1UR344-X,江苏瑞福包装
05187432-2,江苏神彩印刷包装材料
77686280-4,江苏金峰彩印包装
66960470-3,江苏金派包装
56029766-6,江苏黄海彩印包装
MA1T9EP6-0,江阴市澄远包装材料
68161295-X,苏州友兴包装制品
69075644-5,苏州宇航包装材料
60733653-9,上海依视路光学
75856299-8,上海澳加光学眼镜
08407795-2,上海誉逸眼镜
78387921-7,东莞怡亿眼镜
79628752-8,东莞新溢眼镜制造
56081756-1,东莞朗轩眼镜
MA3C8AK0-1,临朐县亨得利眼镜
60389424-2,丹东金冠钟表眼镜
MA0QA039-8,乌拉特后旗亨地利眼镜
MA00EQPD-X,北京西亨钟表眼镜股份
61203112-3,华茂光学工业厦门
73885436-0,南京宝科眼镜
MA0GUDN5-8,大同市朝聚眼镜
MA0UEQTB-6,大连茂芽眼镜
10312769-6,天津市亨得利钟表眼镜
MA2NLWEP-7,安徽佳典眼镜销售
MA3F21L9-7,山东忆展眼镜
MA3QERD7-6,平邑县睛润眼镜店
75209858-1,广东宝岛眼镜
MA5AMEQ4-1,广州海纳百昌眼镜
77117712-X,广州直通车眼镜
MA5AK6TK-9,广州金禧眼镜贸易
MA0KLY61-9,怀仁市精益眼镜
MA2TXH9A-2,望江县宝莱岛眼镜店
76382462-2,汇骏光学城河源
55927345-6,江苏万新光学
MA1YRBGD-5,江苏智瞳道合光学眼镜
MA0U52TH-0,沈阳裕财眼镜销售
66513358-8,海南康明眼镜
MA5EXR0Y-0,深圳市兴奥眼镜科技
15050135-3,中国十七冶集团
MA2UM6AN-6,中国十七冶集团工程科技分
MA2UF83Y-9,中国石油天然气股份安徽滁州销售分南洛高速黄泥段预留口
MA2UEB2P-1,中煤第三建设集团机电安装工程淮北龙湖分
07720044-9,六安市城乡建设
75851737-X,合肥交通投资控股
MA2TK525-3,合肥华兴空港投资
79012291-7,合肥市建设投资控股集团
70494776-1,合肥市水务环境建设投资
14902125-6,合肥市蜀山绿地建设综合开发
68978296-1,合肥市轨道交通集团
66793681-9,合肥新站建设投资
71998964-9,合肥高新建设投资集团
MA2N9WE5-8,同安控股
08031413-X,太和县国有资产投资控股集团
06654166-X,太湖县交通投资
MA2ND9CJ-9,安庆市金融控股集团
71996161-1,安徽国元金融控股集团
MA2U2EDY-8,安徽慎邑建设投资控股集团
70490159-5,安徽民航机场集团
MA2MQ97K-5,安徽省信保控股集团
70504670-3,安徽省农垦集团
76902234-8,安徽省含山县国家粮食储备库
71177878-3,安徽省国有资本运营控股集团
MA2UEE02-9,安徽省泾县客运城乡公交分
MA2T99D2-X,安徽省港口运营集团
MA2RYG6M-2,安徽省港航集团
14894160-8,安徽省能源集团
MA2UFBUF-3,安徽省路桥工程集团凤阳分
MA2MX5MG-5,巢湖市旅游开发总游客服务中心
MA05MRML-7,天津优创投投资
77732946-2,天津农村商业银行股份
10398133-1,天津北辰科技园区总
10431766-X,天津口岸经济发展
10312321-4,天津和平投资发展集团
MA05MRJ9-X,天津国有资本投资运营
66610645-0,天津市东丽城市基础设施投资集团
23882999-4,天津市国泰安居房产营销中心
10364327-9,天津市塘沽协通工贸
10371012-8,天津市大港燃料
73036235-3,天津市汉滨投资集团
MA05J66J-5,天津市河西城市基础设施投资
71281024-7,天津市滨海新区国有商业投资集团
56267125-2,天津市滨海新区环境建设投资
57513498-2,天津市红桥区国有资产投资
10398793-6,天津市辰宇实业
23968481-1,天津市金银泰物业管理服务中心
75484139-1,天津市长华城市环境景观建设发展
34102866-9,天津开发区一汽大众基地开发建设
71822543-6,天津房地产集团
08659693-2,天津未来科技城开发
68771945-9,天津泰达南港发展集团
69407402-X,天津泰达城市发展集团
56269733-X,天津泰达科技发展集团
MA05TBNX-6,天津津诚国有资本投资运营
66883902-5,天津滨海农村商业银行股份
66031665-X,天津滨海新城建设发展
68187252-4,天津滨海高新区资产管理
10306343-4,天津物产集团
69741101-X,天津环城城市基础设施投资
69162434-8,三菱瓦斯化学工程塑料上海
60742013-2,上海凯悦钢质家具配件
68224610-3,上海本多工程塑料
66436859-6,上海祺申工程塑料
66776368-X,上海聚毅工程塑料
78118770-0,东莞京洛塑料制品
71934916-6,东莞千石家电
61835424-9,东莞夏氏五金塑胶制品厂
78577351-2,东莞市裕正胶带
72245604-2,东莞康佳包装材料
05992222-9,东莞长安锦厦同兴吸塑
MA49184M-5,丹江口娇阳包装技术
MA1QF08H-4,亦臻包装科技苏州
MA1BGDUW-4,佳木斯市明盛塑料制品
60828202-6,利宾来塑胶工业昆山
MA5EQ1AE-1,力胜塑胶制品深圳
57691352-3,北京博瑞特塑料制品
58089062-7,北京斯维德通豪塑料制品
56749038-9,北京燕医平塑料制品
06763966-9,华烨海希德隆格篷房制造昆山
78384861-3,南京宁淮管业
MA5LBAH1-9,南宁东洋塑胶制品
61200371-2,厦门佛大工业
61200123-1,厦门瑞滢塑胶
71994455-5,合肥海尔塑胶
MA172BR3-2,吉林省信谊塑料
78567173-5,嘉兴众恒塑业
MA2BCNP9-1,嘉善宏兴塑胶
06677814-9,四川中鹏塑胶
06030855-X,四川欧宝路管业
42500256-2,上海医药工业研究院
79705105-8,上海质量监督检验技术研究
13241199-5,上海邮电设计咨询研究院
44135007-3,中信建筑设计研究总院
40175049-4,中国兵器工业北方勘察设计研究院
49350262-2,中国兵器工业第五二研究所烟台分所
49350262-3,中国运载火箭技术研究院
16305212-0,中国重型机械研究院股份
15439857-6,中土集团福州勘察设计研究院
79542423-6,中广核研究院
40136093-9,中海油天津化工研究设计院
71092607-8,中海油研究总院
45040272-8,中煤科工集团重庆研究院
13477926-7,中石化南京化工研究院
06198072-7,中石化胜利石油工程钻井工艺研究院
40000998-7,中航勘察设计研究院
MA1MYHL7-1,中航锂电技术研究院
18376661-4,中航长沙设计研究院
13475570-8,中通服咨询设计研究院
55678709-9,中铁二院重庆勘察设计研究院
30363581-2,中铁工程机械研究设计院
17766509-1,中铁武汉勘察设计研究院
39557945-8,中铁科学研究院
H1706520-X,中铁西北科学研究院
G5151927-1,中铁西南科学研究院
22052100-0,中铁西安勘察设计研究院
43120143-7,云南省水利水电勘测设计研究院
43120149-6,云南省药物研究所
MA6K7DEC-7,云南锡业研究院
78082875-6,保定华翼风电叶片研究开发
